CNT,SCHOOLID,StIDStd,ST24Q01,ST24Q02,ST24Q03,ST24Q04,ST24Q05,ST24Q06,ST24Q07,ST24Q08,ST24Q09,ST24Q10,ST24Q11,ST27Q01,ST27Q02,ST27Q03,ST27Q04,ST27Q05,ST27Q06,ST27Q07,ST27Q08,ST27Q09,ST27Q10,ST27Q11,ST27Q12,ST27Q13,CSTRAT,ELAB,MEMOR,rcomb1,ESCS,gender,immig2
USA,00090,02843,2,1,1,1,2,2,2,2,2,2,2,4,3,3,3,2,3,2,3,3,4,4,3,4,0.7826,1.1676,0.395,444.66,0.4701,0,1
USA,00090,02840,2,3,3,1,3,1,4,2,2,3,4,3,4,2,3,2,4,1,3,3,4,2,3,4,0.7826,1.1676,-0.5436,563.39,1.1069,0,0
USA,00090,02829,1,3,4,1,3,1,3,2,2,4,4,4,4,4,3,1,4,2,3,4,4,4,1,1,0.7826,0.6034,0.395,619.1,1.5264,0,0
USA,00090,02828,1,1,1,2,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,2,2,2,2,2,-0.5485,0.3277,0.6832,446.58,1.0277,0,0
USA,00090,02852,1,3,3,2,3,1,3,2,1,3,3,2,4,2,3,1,2,1,3,2,2,3,3,3,-0.0411,0.6034,-1.3817,657.98,0.4979,0,0
USA,00090,02855,1,4,2,1,3,1,4,1,1,1,3,2,4,3,1,1,4,1,1,2,1,4,1,2,0.4861,-2.4098,-0.9276,539.74,-1.1017,0,0
USA,00090,02856,2,2,2,2,2,2,3,2,2,3,2,4,4,4,4,2,4,2,3,3,3,4,3,2,0.7826,1.1676,0.6832,587.92,-0.236,0,0
USA,00090,02845,1,1,1,1,1,1,1,2,1,1,1,4,3,4,4,2,2,2,2,2,3,2,2,2,-0.8077,0.6034,0.6832,331.54,0.2617,0,0
USA,00090,02835,2,1,1,2,3,2,3,2,2,3,2,2,3,2,3,1,2,2,2,2,1,3,2,3,-0.2945,-0.2743,-0.9276,551.36,1.0321,0,0
USA,00090,02848,1,1,2,2,1,2,2,1,2,2,1,2,3,2,3,4,4,2,3,2,4,2,1,3,-0.0411,0.6034,0.1036,514.8,0.4796,0,0
USA,00090,02830,2,3,2,1,3,1,4,1,1,3,1,2,3,4,2,1,3,2,2,3,2,4,2,3,0.4861,-0.2743,-0.2055,585.11,-0.3089,0,0
USA,00090,02850,1,1,1,2,1,1,1,2,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,0.2159,0.8778,0.6832,477.21,0.8861,0,0
USA,00090,02834,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-3.4531,-2.4098,-3.0191,483.46,-0.8992,0,0
USA,00090,02839,2,1,2,2,2,2,2,2,1,4,1,2,3,3,3,1,3,2,1,3,2,3,2,3,0.2159,-0.2743,-0.5436,521.86,0.9453,0,0
USA,00090,02846,1,3,3,1,3,2,3,2,2,3,2,2,4,2,1,1,3,3,1,2,2,3,1,3,0.2159,-1.5227,-0.5436,677.62,0.9994,0,0
USA,00090,02842,2,2,2,2,3,1,3,2,1,2,2,2,3,3,3,2,2,2,2,3,3,3,3,3,-0.0411,0.6034,-0.2055,594.57,2.3481,0,0
USA,00091,02875,2,2,2,2,1,2,2,2,1,3,3,3,4,2,2,1,2,3,1,2,1,3,2,2,-0.2945,-1.0185,-0.2055,587.04,1.0875,1,0
USA,00091,02874,2,2,4,2,2,2,2,2,1,4,4,2,3,4,1,1,3,4,1,3,1,4,1,2,0.2159,-2.4098,0.395,562.65,0.5324,1,0
USA,00091,02870,1,1,2,2,1,1,1,1,2,2,2,1,4,2,1,1,2,3,1,2,1,3,1,1,-0.5485,-2.4098,-0.9276,555.82,0.42,1,0
USA,00091,02876,2,1,1,1,1,2,1,2,2,1,1,3,4,4,3,1,2,2,1,2,2,3,2,2,-0.2945,-0.2743,0.1036,583.79,0.0741,1,0
USA,00091,02884,2,1,1,1,1,2,1,1,1,1,1,2,3,3,2,2,2,4,2,2,3,3,3,1,-0.8077,0.3277,0.395,448.34,0.7104,1,0
USA,00091,02891,2,2,3,1,3,1,4,2,2,4,3,2,4,4,3,2,2,3,1,4,1,4,1,3,0.7826,-1.0185,0.395,590.46,0.1399,1,0
USA,00091,02863,2,2,2,2,2,2,3,2,2,2,2,3,3,4,3,2,4,3,2,3,3,3,2,2,0.2159,0.3277,0.6832,545.73,-0.0211,1,
USA,00091,02873,1,3,3,2,4,1,4,1,1,4,2,3,4,4,3,2,3,2,2,4,1,3,1,4,1.1341,-0.6208,0.395,609.13,0.6844,1,0
USA,00091,02866,2,3,2,2,3,1,4,2,2,3,2,2,4,3,3,1,2,2,2,2,2,3,2,3,-0.0411,0.0385,-0.5436,597.53,-2.1904,1,1
USA,00091,02872,2,2,,1,3,2,3,1,2,3,3,2,4,4,1,2,4,4,1,3,1,4,1,2,0.7826,-2.4098,0.6832,400.91,0.2679,1,0
USA,00091,02889,2,1,2,1,1,2,2,2,1,2,2,1,3,2,1,2,2,3,2,2,2,3,3,4,-0.0411,-0.2743,-0.5436,532.55,-0.0893,1,0
USA,00091,02861,2,1,2,2,2,2,2,2,2,3,2,2,4,2,1,1,2,4,1,2,1,4,3,3,0.2159,-1.0185,-0.2055,629.38,-0.1512,1,0
USA,00091,02877,2,1,1,2,2,2,3,2,2,2,2,2,2,3,2,3,3,3,2,3,2,4,2,4,0.4861,-0.2743,0.395,491,-0.2216,1,0
USA,00091,02890,1,1,1,1,1,2,2,2,1,1,1,2,2,2,1,1,2,1,1,3,3,2,1,2,-0.8077,-1.0185,-1.3817,449.61,-0.4833,1,1
USA,00091,02867,2,3,2,2,1,2,4,2,1,2,2,1,2,2,1,1,3,3,2,3,3,3,2,2,-0.2945,-0.2743,-0.9276,582.44,-1.4663,1,1
USA,00091,02860,2,2,3,2,3,1,4,2,1,3,3,2,2,2,1,2,2,2,1,2,3,3,3,2,-0.8077,-0.2743,-0.5436,556.78,1.1931,1,0
USA,00091,02879,2,2,2,2,2,2,3,2,2,2,3,3,2,3,2,2,2,2,2,3,2,3,2,3,-0.2945,-0.2743,0.1036,355.71,-0.9032,1,1
USA,00091,02859,1,4,3,1,4,1,4,1,1,3,4,2,2,2,3,2,2,2,3,4,3,1,4,2,-0.8077,1.1676,-0.5436,534.61,0.5081,1,0
USA,00091,02878,2,1,2,2,1,2,3,2,1,2,2,1,1,1,2,1,2,1,1,2,2,2,2,2,-1.3664,-0.6208,-3.0191,462.78,-1.3166,0,1
USA,00091,02883,2,1,2,1,3,2,2,1,2,3,2,2,3,4,4,4,4,4,2,2,2,4,2,4,0.7826,0.3277,1.3297,423.25,-0.0287,0,1
USA,00091,02865,2,3,3,2,3,1,3,2,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,1,-3.4531,-2.4098,-3.0191,509.67,0.5324,0,0
USA,00091,02887,2,3,3,2,2,1,3,2,1,3,3,4,3,4,3,3,3,3,3,3,3,3,3,3,0.2159,0.8778,1.3297,382.53,1.1436,0,0
USA,00091,02868,1,3,3,1,3,1,4,1,1,2,4,1,2,2,3,1,3,2,1,3,2,3,1,4,0.2159,-0.6208,-1.3817,656.3,-0.0751,0,0
USA,00091,02880,2,2,2,2,1,2,3,2,2,3,1,3,2,2,2,1,4,1,1,2,2,3,1,3,-0.0411,-1.0185,-0.9276,517.53,-0.3894,0,0
USA,00091,02858,2,1,1,2,1,2,1,1,2,1,1,2,3,2,3,1,2,1,2,2,2,3,2,2,-0.5485,0.0385,-1.3817,505.67,-0.4961,0,0
USA,00091,02871,2,1,2,1,2,2,2,2,2,3,1,3,3,3,3,2,2,2,2,2,2,2,2,2,-0.8077,0.0385,0.1036,419.32,0.1816,0,0
USA,00091,02857,2,2,2,2,3,2,3,2,2,3,2,2,3,4,3,3,3,2,3,2,3,4,3,2,-0.0411,0.8778,0.395,476.16,-0.5472,0,0
USA,00091,02892,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,3,2,2,1,-2.0532,-0.6208,-1.9702,457.97,-1.3044,0,0
USA,00091,02869,2,1,1,2,3,2,1,1,2,3,1,3,3,4,3,2,3,3,1,2,1,3,2,2,-0.2945,-0.6208,0.6832,477.69,-0.3152,0,0
USA,00091,02888,2,1,1,1,1,1,1,1,2,1,1,3,3,3,3,3,2,3,3,3,3,3,3,3,-0.0411,0.8778,0.6832,376.44,0.6316,0,0
USA,00091,02882,1,3,3,2,1,1,3,1,1,3,3,2,4,2,3,1,4,4,3,3,1,3,2,2,0.4861,0.0385,-0.2055,593.21,-0.7867,0,0
USA,00091,02862,2,1,2,2,3,2,3,2,2,2,1,4,3,4,4,2,3,3,1,2,1,3,1,2,-0.2945,-0.6208,0.9843,611.89,0.1385,0,0
USA,00091,02886,2,2,3,2,2,2,2,2,2,3,2,3,3,3,2,1,2,2,2,2,1,3,1,3,-0.2945,-1.0185,-0.2055,408.58,-0.7246,0,0
USA,00091,02885,1,1,1,2,1,1,1,2,1,2,1,2,3,3,3,1,2,3,2,2,3,4,4,3,-0.0411,0.8778,-0.2055,483.06,-1.7237,0,1
USA,00091,02881,1,1,2,2,1,2,2,1,1,2,2,2,2,3,3,2,3,2,2,2,2,3,2,2,-0.5485,0.0385,-0.2055,323.28,-0.0409,0,1
USA,00091,02864,2,4,3,1,3,1,4,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.5436,528.35,0.1892,0,0
USA,00092,02893,1,1,3,1,2,1,1,1,1,4,1,1,4,1,2,1,4,4,2,3,2,4,1,1,0.4861,-0.6208,-0.9276,530.4,-0.3944,1,0
USA,00092,02896,1,1,1,2,2,2,2,2,2,3,2,4,4,2,2,1,2,1,1,4,3,4,1,4,1.1341,-0.6208,-0.5436,572.66,0.317,1,0
USA,00092,02895,1,4,3,2,3,1,3,1,1,3,3,2,3,2,3,1,4,2,2,2,3,3,3,4,0.4861,0.6034,-0.9276,624.23,0.6845,0,0
USA,00092,02894,2,1,2,2,2,2,1,2,2,1,2,2,3,1,1,1,2,2,1,2,1,2,1,2,-0.8077,-2.4098,-1.3817,502.36,0.2114,1,0
USA,00093,02915,2,4,4,1,3,1,4,2,1,4,3,3,4,3,4,2,4,2,2,3,4,4,4,3,1.1341,1.4986,0.1036,562.65,1.1931,1,1
USA,00093,02903,1,4,3,1,3,1,4,1,1,4,4,2,3,3,2,1,2,1,1,4,1,3,2,4,0.4861,-1.0185,-0.9276,602.93,2.4162,1,0
USA,00093,02904,1,3,3,2,3,1,3,2,1,3,3,2,3,2,4,2,4,3,2,4,3,4,3,4,1.6056,0.8778,-0.2055,666.48,1.2125,1,0
USA,00093,02911,1,4,4,1,3,1,4,1,1,3,3,4,3,4,2,2,2,2,1,2,1,3,1,1,-0.8077,-1.5227,0.6832,634.15,0.1065,1,0
USA,00093,02897,2,2,3,1,3,1,4,1,1,4,4,2,4,4,4,2,4,3,3,4,4,4,3,4,2.504,1.4986,0.395,648.37,1.0572,1,0
USA,00093,02905,2,2,3,1,3,2,3,2,2,3,3,2,2,3,2,1,2,1,2,2,2,2,2,1,-1.3664,-0.2743,-0.9276,609.05,1.2885,1,0
USA,00093,02928,1,3,3,1,2,1,3,1,1,2,3,2,3,4,2,1,3,2,1,4,2,4,1,4,1.1341,-1.0185,-0.2055,581.16,1.8987,1,0
USA,00093,02906,2,2,3,2,3,2,3,2,2,3,4,2,3,2,2,2,3,4,2,4,2,3,2,3,0.4861,-0.2743,0.1036,534.06,1.2885,1,0
USA,00093,02926,2,1,2,1,1,2,2,2,2,2,2,3,4,3,2,1,3,1,1,3,2,4,1,4,1.1341,-1.0185,-0.5436,444.85,0.3976,1,0
USA,00093,02909,2,3,3,2,3,2,2,2,1,3,2,2,4,3,2,3,4,3,2,4,2,4,2,4,2.504,-0.2743,0.395,552.33,0.4777,1,
USA,00093,02907,2,3,3,2,2,2,3,2,2,3,3,2,3,3,2,1,2,1,1,3,2,2,1,3,-0.2945,-1.0185,-0.9276,667.04,0.9125,1,1
USA,00093,02913,2,4,4,2,2,2,1,2,1,4,4,2,3,3,3,1,2,2,1,2,3,3,1,3,-0.2945,-0.2743,-0.5436,656,1.79,1,1
USA,00093,02899,1,4,4,1,4,1,4,1,2,4,4,3,4,4,4,1,4,4,4,4,3,4,4,4,2.504,1.9347,0.6832,732.42,0.6388,1,1
USA,00093,02912,1,4,4,1,4,1,3,2,1,3,3,4,4,4,3,2,4,3,3,4,2,4,2,4,2.504,0.3277,0.9843,695.32,1.6085,1,1
USA,00093,02921,2,2,2,1,2,2,2,2,1,1,3,2,3,2,3,1,3,3,1,4,2,4,2,4,1.1341,-0.2743,-0.5436,622.55,1.2357,1,0
USA,00093,02929,2,3,3,2,2,2,3,2,2,3,2,2,3,2,3,1,2,2,3,3,3,3,2,2,-0.2945,0.6034,-0.9276,662.83,0.7972,1,1
USA,00093,02930,1,3,3,2,3,1,3,2,1,3,2,2,2,2,3,1,3,1,1,2,2,2,1,3,-0.5485,-0.6208,-1.3817,736.23,1.2459,1,1
USA,00093,02927,2,2,1,2,2,2,3,2,2,2,1,2,4,4,3,1,3,2,3,4,4,4,2,2,0.7826,0.8778,-0.2055,448.75,0.8499,0,0
USA,00093,02920,2,2,3,2,3,2,4,2,2,3,3,3,3,4,3,2,2,4,2,3,2,4,2,2,-0.0411,0.0385,0.9843,472.24,1.9257,0,0
USA,00093,02914,2,2,1,2,2,2,3,2,2,2,2,3,2,2,3,4,3,4,2,2,2,2,3,2,-0.8077,0.3277,0.9843,280.31,0.4249,0,0
USA,00093,02918,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,1,3,3,2,3,2,4,2,2,0.2159,0.0385,0.1036,339,-0.0456,0,0
USA,00093,02902,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,3,2,2,3,2,3,2,3,0.2159,0.0385,0.1036,482.9,1.1069,0,0
USA,00093,02910,1,1,1,2,1,1,1,2,2,2,1,2,3,1,2,1,3,2,2,3,3,4,3,3,0.4861,0.3277,-1.3817,508.87,1.2885,0,0
USA,00093,02898,1,2,3,2,3,1,3,2,1,4,2,2,3,2,4,1,3,2,4,3,3,4,4,4,0.7826,1.9347,-0.9276,662.15,1.7636,0,0
USA,00093,02917,2,2,2,2,3,1,3,2,1,3,2,2,3,2,2,1,2,2,2,2,2,2,2,2,-0.8077,-0.2743,-0.9276,570.04,-0.6727,0,0
USA,00093,02919,2,3,2,2,3,1,3,2,2,2,2,2,4,4,3,3,4,2,4,4,3,4,4,3,1.6056,1.4986,0.395,448.75,-0.6528,0,1
USA,00093,02916,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,-3.4531,-2.4098,-2.7204,317.59,-1.802,0,1
USA,00093,02901,2,2,3,2,2,1,4,2,2,2,3,2,3,2,3,1,2,2,2,2,2,3,3,4,-0.0411,0.3277,-0.9276,577.09,1.1403,0,1
USA,00093,02924,1,1,1,1,1,1,1,1,2,1,1,1,2,2,1,1,2,2,1,2,1,4,1,2,-0.5485,-2.4098,-1.3817,491.07,1.6155,0,0
USA,00093,02923,2,2,2,1,1,2,3,2,2,4,3,3,3,,3,3,3,3,2,3,2,4,2,4,0.7826,0.0385,0.7879,462.62,0.0553,0,1
USA,00093,02908,2,2,3,1,2,1,3,2,2,1,1,2,2,2,2,1,1,1,1,3,2,3,2,1,-1.0786,-0.6208,-1.3817,400.65,0.5693,0,
USA,00093,02922,2,2,3,2,2,1,3,2,1,3,3,2,3,2,3,1,3,3,3,3,2,2,2,3,-0.0411,0.3277,-0.5436,535.41,1.4499,0,0
USA,00093,02925,2,4,3,1,3,1,4,2,1,2,3,4,4,3,2,1,3,2,1,2,1,4,3,4,0.7826,-0.6208,0.1036,692.86,1.3877,0,1
USA,00093,02900,2,2,1,2,2,1,3,2,2,2,3,2,3,3,3,1,2,1,1,3,2,2,3,2,-0.5485,0.0385,-0.9276,524.26,1.6947,0,0
USA,00094,02960,2,2,2,2,1,2,3,2,2,2,1,4,4,2,2,3,4,4,3,2,3,1,3,4,0.2159,0.6034,0.9843,380.34,-0.1136,1,1
USA,00094,02938,2,1,1,2,1,2,1,2,2,1,1,2,2,2,2,1,1,1,1,1,1,2,1,1,-2.0532,-1.5227,-1.3817,364.85,0.8008,1,0
USA,00094,02941,1,3,4,2,3,1,4,1,1,4,4,4,4,4,4,1,4,3,1,2,3,4,2,3,0.7826,0.3277,0.6832,707.79,0.3247,1,0
USA,00094,02932,2,2,2,2,1,2,2,2,2,2,3,2,3,2,2,1,2,2,1,2,2,2,1,2,-0.8077,-1.0185,-0.9276,443.1,-2.3377,1,1
USA,00094,02957,,,,,,,4,,,,,,,,,,,,,,,,,,,,,491.87,0.217,1,0
USA,00094,02958,1,4,4,1,4,1,4,1,1,4,4,4,4,4,3,4,4,4,4,4,3,4,2,3,1.6056,0.8778,2.6934,505.14,0.6021,1,1
USA,00094,02966,2,3,3,2,3,1,3,2,1,3,3,3,4,3,2,2,2,2,1,3,2,4,1,2,0.2159,-1.0185,0.1036,693.02,1.2885,1,1
USA,00094,02965,2,3,3,2,3,1,3,2,1,3,3,3,4,2,3,1,4,1,2,3,2,4,2,3,1.1341,0.0385,-0.9276,598.96,1.1345,1,0
USA,00094,02931,1,3,3,1,3,1,3,1,1,3,3,3,2,,4,1,4,2,3,,2,3,3,4,0.478,0.8778,-0.3521,617.87,0.902,1,1
USA,00094,02964,2,3,3,2,2,2,4,2,2,3,2,1,3,2,1,1,2,,1,1,1,2,1,2,-1.0786,-2.4098,-1.6868,358.02,0.5834,1,
USA,00094,02942,2,3,3,1,4,1,4,2,1,3,3,2,3,3,2,2,2,2,2,3,2,4,2,2,-0.0411,-0.2743,-0.2055,640.03,0.1825,1,0
USA,00094,02959,2,2,3,1,2,1,3,1,1,4,4,3,4,3,4,2,4,2,3,3,4,4,4,3,1.1341,1.9347,0.1036,632.01,1.0548,1,1
USA,00094,02934,2,2,3,2,3,1,3,1,1,3,3,3,2,3,3,3,3,3,2,4,3,3,2,3,0.2159,0.3277,0.6832,551.53,-0.8975,1,1
USA,00094,02963,2,4,3,2,2,2,3,2,1,4,1,4,2,4,3,3,2,3,3,2,3,4,2,2,-0.5485,0.6034,1.3297,533.9,-0.7576,1,1
USA,00094,02950,2,3,3,2,3,1,3,2,1,3,2,2,3,3,3,1,4,2,1,1,2,3,1,2,-0.2945,-0.6208,-0.5436,581.48,1.1069,1,1
USA,00094,02933,2,2,2,1,2,2,3,2,2,2,2,4,3,4,3,2,2,4,2,2,3,4,3,2,-0.2945,0.6034,1.3297,539.62,0.7358,1,0
USA,00094,02953,2,2,3,2,2,2,2,2,2,3,3,4,4,4,3,2,3,3,3,4,4,4,4,3,1.1341,1.4986,0.9843,409.02,0.8282,1,1
USA,00094,02951,1,3,3,2,3,2,3,1,2,3,3,4,3,3,3,2,4,4,2,4,3,4,3,3,1.1341,0.6034,0.9843,685.07,-0.2968,1,1
USA,00094,02944,1,1,2,1,2,2,1,2,1,2,2,1,3,2,2,3,1,3,4,2,3,3,3,2,-0.8077,0.8778,-0.2055,358.1,0.6799,1,0
USA,00094,02954,2,2,2,2,1,2,3,2,1,3,2,2,3,3,2,1,2,1,2,2,2,3,2,2,-0.5485,-0.2743,-0.9276,537.57,0.2679,0,1
USA,00094,02948,1,3,3,1,3,1,3,1,1,3,3,3,2,3,3,1,4,4,1,2,2,3,1,3,-0.0411,-0.6208,0.395,655.02,0.1399,0,1
USA,00094,02952,2,2,2,2,3,1,2,2,2,2,2,3,2,,2,2,,3,4,4,3,3,2,4,0.5849,0.6034,0.4361,485.22,0.1347,0,1
USA,00094,02946,2,2,2,2,2,2,3,2,2,3,3,3,2,3,3,2,3,3,3,2,3,3,4,4,-0.0411,1.1676,0.395,468.71,0.2539,0,0
USA,00094,02955,2,1,2,2,1,2,3,2,2,3,2,3,3,2,3,1,3,1,1,3,2,4,2,2,0.2159,-0.2743,-0.9276,531.96,-0.6463,0,0
USA,00094,02949,1,3,3,1,3,1,4,2,1,3,1,4,3,4,3,2,3,3,3,3,3,3,2,4,0.4861,0.6034,0.9843,611.89,0.3457,0,1
USA,00094,02943,2,2,3,2,3,2,2,2,2,3,2,3,3,3,3,1,2,2,2,2,3,2,3,2,-0.8077,0.6034,-0.2055,317.51,-0.1424,0,1
USA,00094,02936,2,3,2,2,3,2,3,1,2,2,2,2,3,3,3,2,2,4,4,4,3,3,3,4,0.4861,1.1676,0.395,545.11,1.0812,0,1
USA,00094,02939,,,,,,1,,,,,,,,,,,,3,,,,,,,,,0.4031,275.91,0.4686,0,
USA,00094,02947,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,,2,2,2,1,2,2,-1.6827,-0.2743,-0.4768,413.55,-1.0655,0,1
USA,00094,02961,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,1,2,3,1,1,1,2,1,2,-1.3664,-1.5227,-0.5436,566.27,0.9812,0,1
USA,00094,02956,1,3,3,1,3,1,4,2,1,4,3,4,3,3,4,2,3,3,2,3,2,4,4,4,0.7826,0.8778,0.6832,560.98,1.9257,0,1
USA,00094,02937,1,2,3,2,3,1,3,1,1,3,2,2,2,2,1,1,4,3,2,2,3,4,1,2,-0.0411,-0.6208,-0.5436,431.27,0.738,0,1
USA,00094,02945,1,3,4,2,3,1,4,1,1,4,1,3,4,4,4,2,4,3,2,4,2,4,2,4,2.504,0.3277,0.6832,561.78,-0.5264,0,1
USA,00094,02962,2,1,2,2,1,2,2,2,2,3,2,4,4,4,2,3,3,3,2,4,2,4,2,4,1.6056,-0.2743,1.3297,467.51,-0.0064,0,1
USA,00094,02940,2,2,3,2,3,2,3,2,2,3,2,4,3,3,3,4,3,3,4,3,3,3,3,4,0.4861,1.1676,1.3297,376.44,-0.8992,0,1
USA,00094,02935,2,2,2,1,2,1,3,1,1,4,2,4,4,4,4,3,4,4,4,2,3,3,3,2,0.2159,1.4986,1.7893,481.21,0.3676,0,1
USA,00095,02998,,2,,1,,2,,2,1,3,2,1,2,1,2,1,2,1,1,,1,2,1,,-1.2558,-1.5227,-3.0191,600.23,0.5552,1,0
USA,00095,02995,1,4,4,1,3,1,4,2,1,3,3,2,4,2,4,1,4,2,1,4,1,4,1,2,1.1341,-0.6208,-0.9276,617.47,0.3985,1,
USA,00095,02977,2,3,3,1,3,1,3,2,1,3,3,2,3,3,1,1,2,2,1,3,2,3,1,2,-0.2945,-1.5227,-0.5436,490.21,-0.2996,1,0
USA,00095,02974,1,2,2,2,2,1,2,2,2,3,1,2,1,1,2,1,1,1,1,1,2,1,1,1,-3.4531,-1.0185,-1.9702,397.82,-0.5103,1,0
USA,00095,02971,2,3,2,1,3,1,3,1,1,4,3,2,4,3,4,1,4,2,4,4,2,4,3,4,2.504,1.1676,-0.5436,625.73,0.2881,1,0
USA,00095,02972,1,3,4,2,4,1,4,1,2,4,4,1,3,2,4,2,4,2,2,4,3,4,2,4,1.6056,0.6034,-0.9276,663.07,1.0284,1,1
USA,00095,02969,2,1,3,2,2,2,2,2,2,3,3,1,2,2,1,1,2,1,2,2,2,3,3,3,-0.5485,-0.2743,-1.9702,505.7,0.2403,1,0
USA,00095,02978,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,-1.0786,-1.5227,-0.9276,675.86,0.6915,1,0
USA,00095,03003,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,1,3,2,1,3,1,3,1,3,-0.0411,-1.0185,-0.9276,644.24,0.8133,1,1
USA,00095,02996,2,2,3,2,2,2,3,2,2,3,2,2,2,3,2,1,1,2,1,1,1,2,1,2,-1.6827,-1.5227,-0.5436,597.37,-0.1463,1,0
USA,00095,02968,2,3,3,1,3,1,3,2,1,4,3,2,3,3,3,2,3,2,2,2,1,4,2,3,0.2159,-0.2743,-0.2055,592.05,1.386,1,0
USA,00095,02991,1,3,3,2,3,1,4,1,2,3,4,2,4,2,4,1,4,2,4,4,4,4,4,4,2.504,2.7571,-0.9276,589.19,0.9266,1,0
USA,00095,02970,1,2,2,2,2,2,3,2,2,4,3,3,4,3,3,3,3,4,2,3,2,3,3,4,0.7826,0.3277,0.9843,543.27,0.0099,1,1
USA,00095,02967,2,1,1,1,1,2,3,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,-0.8077,-0.2743,-0.5436,465.82,0.3054,1,0
USA,00095,02985,2,3,2,1,3,,3,2,2,3,,,3,,2,,2,,1,2,,,,,-0.6576,-0.9416,,505.7,0.4549,1,
USA,00095,02975,2,2,2,2,2,2,3,2,2,2,3,2,3,2,2,1,2,3,2,2,1,3,3,2,-0.5485,-0.2743,-0.5436,614.13,1.1931,1,0
USA,00095,03002,1,2,3,2,3,1,3,1,2,3,3,2,2,2,2,1,2,2,1,2,1,3,1,2,-0.8077,-1.5227,-0.9276,516.98,-0.211,1,0
USA,00095,02979,2,3,2,1,3,1,3,2,2,3,2,3,2,2,1,1,1,1,1,2,1,2,1,1,-1.6827,-2.4098,-0.9276,479.96,-0.236,1,0
USA,00095,02990,1,3,3,1,3,1,2,2,2,3,3,4,4,4,3,3,4,4,2,4,3,4,3,3,1.6056,0.6034,1.7893,611.59,0.8249,1,0
USA,00095,03000,1,3,3,1,4,2,3,2,2,3,4,3,2,2,2,1,1,2,1,2,1,2,1,2,-1.3664,-1.5227,-0.5436,513.72,1.1069,1,0
USA,00095,02994,2,1,1,2,2,1,1,1,2,2,2,3,3,3,3,2,2,2,2,2,3,2,2,2,-0.8077,0.3277,0.1036,429.19,1.632,0,0
USA,00095,02983,1,4,2,1,4,1,4,1,1,2,1,2,4,2,2,2,2,2,2,2,2,2,2,2,-0.5485,-0.2743,-0.5436,461.57,-1.4744,0,1
USA,00095,02976,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,1,1,2,1,1,-1.6827,-2.4098,-1.3817,549.92,-0.2116,0,0
USA,00095,02999,2,3,1,1,3,1,4,1,1,3,2,3,4,3,4,3,2,2,3,3,3,4,1,1,-0.0411,0.6034,0.395,471.59,0.6316,0,0
USA,00095,02997,2,1,2,1,2,2,3,2,2,1,1,1,2,1,3,1,2,1,3,2,3,3,3,3,-0.5485,0.8778,-3.0191,645.48,0.0537,0,0
USA,00095,02992,2,2,2,2,2,1,2,1,2,3,1,3,4,4,4,2,4,2,2,3,3,3,2,4,1.1341,0.6034,0.395,626,0.7179,0,0
USA,00095,02982,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,1,3,2,3,,3,2,-0.6357,0.6034,-1.3817,357.84,1.0013,0,0
USA,00095,03001,2,2,1,1,3,2,3,2,1,3,1,4,3,4,4,2,3,2,3,3,3,2,2,2,-0.2945,0.8778,0.6832,494.04,1.2885,0,0
USA,00095,02984,1,1,1,2,1,1,1,2,2,1,1,3,2,2,3,1,2,1,1,2,1,3,1,2,-0.8077,-1.0185,-0.9276,575.65,1.0548,0,0
USA,00095,02980,2,2,3,1,3,2,2,2,2,3,2,3,2,4,3,3,4,4,2,4,1,4,2,3,0.7826,-0.2743,1.3297,600.26,1.5792,0,0
USA,00095,02986,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,-1.0786,-0.2743,-0.5436,533.24,0.6021,0,0
USA,00095,02989,2,2,2,2,2,2,2,2,1,2,2,4,3,3,4,3,2,2,2,3,3,3,2,2,-0.2945,0.6034,0.6832,530.44,0.9756,0,0
USA,00095,02993,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,-3.4531,-2.4098,-3.0191,410.27,-0.4996,0,0
USA,00095,02981,2,2,1,2,2,2,2,2,2,2,2,2,3,3,2,1,3,1,2,1,2,3,2,2,-0.5485,-0.2743,-0.9276,440.09,-0.9079,0,0
